Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,E-scooter Count
25/03/2018,3,5.5,83,0.9,186,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,139
22/03/2018,18,7.9,46,3.1,1057,-3.0,0.58,0.0,0.0,Spring,No Holiday,Yes,1495
13/07/2018,2,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,600
20/08/2018,17,32.1,44,2.6,1731,18.3,0.6,0.0,0.0,Summer,No Holiday,Yes,1704
20/06/2018,19,25.6,61,2.7,1236,17.5,0.6,0.0,0.0,Summer,No Holiday,Yes,2741
01/02/2018,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,Winter,No Holiday,Yes,168
24/01/2018,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,Winter,No Holiday,Yes,32
14/07/2018,7,24.9,81,0.3,1289,21.4,0.24,0.0,0.0,Summer,No Holiday,Yes,537
19/12/2017,21,-5.0,57,1.9,2000,-12.2,0.0,0.0,2.0,Winter,No Holiday,Yes,224
19/02/2018,5,-1.8,44,0.5,1862,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,59
04/10/2018,12,23.2,38,1.7,1990,8.0,2.44,0.0,0.0,Autumn,No Holiday,No,0
29/03/2018,14,20.2,47,2.4,541,8.5,2.3,0.0,0.0,Spring,No Holiday,Yes,711
12/01/2018,3,-14.1,45,1.8,2000,-23.4,0.0,0.0,0.0,Winter,No Holiday,Yes,42
12/02/2018,9,-8.4,28,2.2,1947,-23.7,0.49,0.0,0.0,Winter,No Holiday,Yes,262
15/01/2018,11,4.7,75,2.3,533,0.6,0.54,0.0,0.0,Winter,No Holiday,Yes,254
13/08/2018,2,28.1,78,0.9,1191,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,212
20/12/2017,2,-7.8,68,0.9,1642,-12.6,0.0,0.0,2.0,Winter,No Holiday,Yes,108
30/08/2018,10,26.1,81,1.5,860,22.5,1.05,0.0,0.0,Summer,No Holiday,Yes,589
22/11/2018,6,-1.0,41,0.7,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,332
22/01/2018,2,-0.2,33,1.4,2000,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,73
23/07/2018,9,31.0,55,1.5,1945,20.8,1.14,0.0,0.0,Summer,No Holiday,Yes,985
23/01/2018,6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,Winter,No Holiday,Yes,84
21/04/2018,23,16.0,33,0.5,1996,-0.2,0.0,0.0,0.0,Spring,No Holiday,Yes,988
06/08/2018,0,28.7,79,2.2,1473,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,707
30/12/2017,5,-1.2,81,0.8,258,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,52
13/02/2018,3,-6.2,61,1.3,1992,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,70
26/12/2017,17,-3.6,20,3.7,2000,-23.3,0.23,0.0,0.0,Winter,No Holiday,Yes,350
29/05/2018,13,24.2,58,1.5,1030,15.4,1.66,0.0,0.0,Spring,No Holiday,Yes,1103
27/12/2017,14,-4.0,18,2.4,2000,-24.8,1.09,0.0,0.0,Winter,No Holiday,Yes,231
01/01/2018,13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,Winter,Holiday,Yes,248
02/03/2018,8,-6.2,45,0.4,1600,-16.2,0.17,0.0,0.0,Spring,No Holiday,Yes,617
17/07/2018,18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,Summer,No Holiday,Yes,2770
28/03/2018,0,12.0,76,0.8,346,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes,400
20/12/2017,13,-1.3,43,1.0,1777,-12.3,0.8,0.0,1.7,Winter,No Holiday,Yes,228
11/06/2018,3,18.8,61,1.3,2000,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes,232
06/10/2018,13,17.7,89,5.0,2000,15.8,0.62,0.5,0.0,Autumn,No Holiday,Yes,529
19/04/2018,7,7.7,48,0.4,1110,-2.6,0.19,0.0,0.0,Spring,No Holiday,Yes,254
28/06/2018,10,25.3,70,0.6,1386,19.4,0.7,0.0,0.0,Summer,No Holiday,Yes,826
15/02/2018,17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,Winter,Holiday,Yes,236
24/06/2018,0,22.0,81,1.6,374,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes,849
15/06/2018,19,24.3,48,1.5,2000,12.5,0.59,0.0,0.0,Summer,No Holiday,Yes,2984
29/06/2018,2,22.2,96,0.8,269,21.5,0.0,0.2,0.0,Summer,No Holiday,Yes,345
23/05/2018,22,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1588
28/03/2018,23,13.5,74,1.2,603,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,614
25/06/2018,20,28.8,54,1.1,964,18.5,0.09,0.0,0.0,Summer,No Holiday,Yes,2456
04/10/2018,17,24.2,44,1.5,2000,11.1,0.58,0.0,0.0,Autumn,No Holiday,No,0
22/05/2018,4,15.6,0,0.5,1502,10.5,0.0,0.0,0.0,Spring,Holiday,Yes,248
26/05/2018,2,15.8,66,0.6,1204,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,572
02/10/2018,20,16.8,62,2.0,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
09/12/2017,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,Winter,No Holiday,Yes,546
26/11/2018,14,12.8,47,1.2,648,1.7,1.59,0.0,0.0,Autumn,No Holiday,Yes,796
15/04/2018,1,7.1,78,3.6,1662,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,349
28/07/2018,15,28.9,86,2.2,1592,26.3,0.26,7.3,0.0,Summer,No Holiday,Yes,468
25/05/2018,0,17.6,57,1.8,943,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,831
28/05/2018,12,26.3,44,1.8,2000,13.0,3.24,0.0,0.0,Spring,No Holiday,Yes,1139
21/01/2018,20,0.3,27,0.4,2000,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes,258
04/09/2018,10,23.1,73,3.1,2000,17.9,2.24,0.0,0.0,Autumn,No Holiday,Yes,822
11/08/2018,21,31.6,63,1.2,1980,23.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1437
11/05/2018,18,17.9,37,3.1,1819,2.9,0.36,0.0,0.0,Spring,No Holiday,Yes,2701
05/01/2018,23,-3.6,50,1.9,1284,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,189
29/01/2018,6,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,94
02/07/2018,8,20.8,96,0.4,1627,20.1,0.11,1.5,0.0,Summer,No Holiday,Yes,104
07/11/2018,10,11.9,84,0.9,482,9.2,0.2,0.0,0.0,Autumn,No Holiday,Yes,555
02/12/2017,12,4.3,41,1.3,1666,-7.8,1.09,0.0,0.0,Winter,No Holiday,Yes,479
28/08/2018,5,22.5,96,0.3,1605,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,218
02/08/2018,23,32.4,64,1.7,1153,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1020
15/12/2017,2,-6.8,58,0.4,1089,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,162
25/01/2018,14,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,Winter,No Holiday,Yes,160
26/04/2018,15,21.9,23,2.6,1463,-0.1,2.66,0.0,0.0,Spring,No Holiday,Yes,1227
17/01/2018,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,286
07/05/2018,2,14.8,85,0.4,1831,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,404
30/08/2018,1,24.9,92,2.2,1125,23.5,0.0,0.5,0.0,Summer,No Holiday,Yes,99
09/02/2018,14,4.0,25,0.9,1009,-14.3,1.06,0.0,0.0,Winter,No Holiday,Yes,283
20/02/2018,16,5.1,17,3.4,2000,-18.0,1.2,0.0,0.0,Winter,No Holiday,Yes,393
17/10/2018,2,10.8,77,0.3,1268,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,381
28/07/2018,18,29.0,81,0.8,989,25.4,0.22,0.0,0.0,Summer,No Holiday,Yes,843
29/04/2018,14,21.6,28,3.3,1172,2.2,2.93,0.0,0.0,Spring,No Holiday,Yes,1814
26/05/2018,22,21.2,60,1.0,1192,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1683
29/05/2018,11,23.1,63,2.6,949,15.6,1.68,0.0,0.0,Spring,No Holiday,Yes,949
01/02/2018,23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,143
29/11/2018,22,3.0,59,1.1,1218,-4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,726
14/01/2018,17,4.5,51,1.1,1244,-4.7,0.17,0.0,0.0,Winter,No Holiday,Yes,302
30/01/2018,21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,Winter,No Holiday,Yes,60
27/02/2018,17,6.8,57,1.0,623,-1.1,0.16,0.0,0.0,Winter,No Holiday,Yes,529
22/08/2018,11,32.1,49,1.6,1874,20.0,2.63,0.0,0.0,Summer,No Holiday,Yes,710
09/07/2018,4,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,206
03/05/2018,8,10.5,67,2.3,1221,4.6,0.98,0.0,0.0,Spring,No Holiday,Yes,1946
28/02/2018,2,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,174
28/09/2018,12,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,Autumn,No Holiday,No,0
09/06/2018,7,20.2,73,1.1,708,15.1,0.41,0.0,0.0,Summer,No Holiday,Yes,616
11/04/2018,13,15.6,38,4.7,1558,1.3,3.32,0.0,0.0,Spring,No Holiday,No,0
17/07/2018,13,31.1,53,3.2,1162,20.3,2.63,0.0,0.0,Summer,No Holiday,Yes,763
23/08/2018,2,29.8,53,1.4,2000,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,492
18/05/2018,14,16.7,88,1.5,1760,14.6,0.72,0.0,0.0,Spring,No Holiday,Yes,697
17/10/2018,7,8.6,77,0.7,965,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1213
29/07/2018,1,28.0,71,0.6,1799,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,636
19/11/2018,0,6.8,56,0.7,1505,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,457
30/10/2018,0,3.4,55,1.5,2000,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,488
27/11/2018,6,3.8,83,0.7,337,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,317
26/06/2018,0,26.9,61,1.5,805,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1052
01/02/2018,13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,Winter,No Holiday,Yes,233
04/09/2018,20,23.7,49,3.3,2000,12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,2259
10/10/2018,10,12.0,61,4.1,1981,4.6,0.86,0.0,0.0,Autumn,No Holiday,Yes,792
17/09/2018,14,26.7,40,3.3,1822,11.9,2.8,0.0,0.0,Autumn,No Holiday,Yes,1092
30/05/2018,4,18.3,84,0.9,409,15.5,0.0,0.0,0.0,Spring,No Holiday,Yes,167
28/10/2018,18,8.9,85,1.8,2000,6.5,0.01,0.0,0.0,Autumn,No Holiday,Yes,651
11/05/2018,10,16.4,64,2.4,423,9.5,2.05,0.0,0.0,Spring,No Holiday,Yes,816
08/10/2018,15,20.6,26,1.2,2000,0.4,1.76,0.0,0.0,Autumn,No Holiday,Yes,1502
07/10/2018,20,15.5,37,1.9,2000,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1519
25/01/2018,17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,Winter,No Holiday,Yes,170
31/03/2018,3,10.7,74,1.7,712,6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,264
24/06/2018,16,31.3,32,3.2,1427,12.6,2.38,0.0,0.0,Summer,No Holiday,Yes,1471
26/09/2018,19,20.7,46,1.0,2000,8.6,0.02,0.0,0.0,Autumn,No Holiday,Yes,1937
02/08/2018,20,33.9,58,2.4,1519,24.4,0.04,0.0,0.0,Summer,No Holiday,Yes,1480
08/06/2018,22,20.5,78,0.9,550,16.5,0.0,0.0,0.0,Summer,No Holiday,Yes,2140
04/01/2018,6,-7.6,47,2.3,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,120
30/09/2018,18,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,Autumn,No Holiday,No,0
03/11/2018,19,13.4,62,1.6,740,6.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
19/05/2018,18,24.0,34,1.7,2000,7.1,1.22,0.0,0.0,Spring,No Holiday,Yes,2439
31/10/2018,11,8.7,41,2.6,1907,-3.8,1.96,0.0,0.0,Autumn,No Holiday,Yes,818
11/04/2018,5,9.7,84,1.7,447,7.1,0.0,0.0,0.0,Spring,No Holiday,No,0
08/06/2018,15,26.2,51,3.3,1104,15.2,2.87,0.0,0.0,Summer,No Holiday,Yes,1416
13/11/2018,6,4.2,72,0.8,1326,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,402
09/08/2018,20,27.9,78,0.6,1989,23.7,0.03,0.0,0.0,Summer,No Holiday,Yes,1591
27/01/2018,22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,114
23/08/2018,22,26.6,84,1.7,1815,23.6,0.0,1.5,0.0,Summer,No Holiday,Yes,215
16/07/2018,20,29.3,58,2.4,2000,20.1,0.09,0.0,0.0,Summer,No Holiday,Yes,2362
24/12/2017,2,5.4,80,0.9,190,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,196
13/01/2018,7,-6.5,68,0.6,571,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,43
22/11/2018,8,-1.2,33,0.5,2000,-15.4,0.04,0.0,0.0,Autumn,No Holiday,Yes,1671
08/02/2018,23,-4.3,44,0.7,1247,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,195
20/05/2018,14,20.3,30,1.8,2000,2.1,1.01,0.0,0.0,Spring,No Holiday,Yes,1680
18/05/2018,22,14.2,73,1.9,2000,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1221
10/08/2018,8,27.2,69,1.8,1999,21.0,0.7,0.0,0.0,Summer,No Holiday,Yes,1728
15/11/2018,12,13.8,43,0.9,987,1.4,1.61,0.0,0.0,Autumn,No Holiday,Yes,942
03/11/2018,14,18.1,24,2.4,1594,-2.8,1.97,0.0,0.0,Autumn,No Holiday,No,0
03/07/2018,21,27.8,72,0.6,2000,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2264
16/11/2018,22,6.2,72,1.4,848,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,894
30/07/2018,0,29.2,50,1.1,2000,17.7,0.0,0.0,0.0,Summer,No Holiday,Yes,810
23/02/2018,3,0.9,97,1.2,243,0.4,0.0,3.7,4.1,Winter,No Holiday,Yes,32
26/04/2018,23,12.1,58,1.9,1719,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,851
14/08/2018,7,27.9,71,0.4,2000,22.1,0.13,0.0,0.0,Summer,No Holiday,Yes,1097
27/10/2018,0,9.9,65,3.2,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,640
01/01/2018,17,1.8,33,3.3,1913,-12.8,0.18,0.0,0.0,Winter,Holiday,Yes,271
15/02/2018,4,-1.9,34,3.0,2000,-15.7,0.0,0.0,0.0,Winter,Holiday,Yes,58
31/05/2018,3,15.0,84,1.3,473,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes,328
15/08/2018,14,37.2,38,0.9,1976,20.5,1.96,0.0,0.0,Summer,Holiday,Yes,627
19/10/2018,4,8.1,76,0.3,2000,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,184
12/03/2018,5,3.3,53,0.4,1208,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,106
20/10/2018,17,19.2,23,1.5,2000,-2.4,0.62,0.0,0.0,Autumn,No Holiday,Yes,1949
31/01/2018,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes,279
11/08/2018,11,31.5,54,2.5,1918,21.0,1.78,0.0,0.0,Summer,No Holiday,Yes,766
17/05/2018,13,23.4,83,1.7,1944,20.3,1.5,0.0,0.0,Spring,No Holiday,Yes,592
14/01/2018,23,2.7,60,0.6,794,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,144
21/03/2018,12,4.8,51,2.2,1715,-4.5,1.12,0.0,0.0,Spring,No Holiday,Yes,333
18/03/2018,5,5.6,55,1.2,1008,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,67
06/07/2018,3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,403
09/12/2017,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,265
19/12/2017,18,-3.8,42,3.3,2000,-14.8,0.0,0.0,2.0,Winter,No Holiday,Yes,384
26/02/2018,11,4.6,37,1.6,1309,-8.8,1.95,0.0,0.0,Winter,No Holiday,Yes,356
19/05/2018,15,23.9,37,1.6,2000,8.3,3.07,0.0,0.0,Spring,No Holiday,Yes,2268
15/09/2018,6,21.0,84,0.9,2000,18.1,0.0,0.1,0.0,Autumn,No Holiday,Yes,272
30/12/2017,15,4.3,61,0.7,274,-2.5,0.23,0.0,0.0,Winter,No Holiday,Yes,337
10/10/2018,2,14.4,91,0.4,402,12.9,0.0,4.5,0.0,Autumn,No Holiday,Yes,55
28/11/2018,22,3.2,34,1.3,1787,-11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,804
13/06/2018,18,23.4,63,3.6,1245,15.9,0.5,0.0,0.0,Summer,No Holiday,Yes,2479
10/08/2018,6,25.7,83,0.6,1483,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,645
04/07/2018,16,31.6,57,2.7,1882,22.0,2.19,0.0,0.0,Summer,No Holiday,Yes,1306
10/03/2018,18,6.2,61,3.2,1411,-0.7,0.4,0.0,0.0,Spring,No Holiday,Yes,664
29/10/2018,12,10.8,49,2.7,2000,0.4,1.45,0.0,0.0,Autumn,No Holiday,Yes,737
30/03/2018,9,13.7,46,1.3,972,2.2,1.08,0.0,0.0,Spring,No Holiday,Yes,772
07/04/2018,21,3.8,39,3.2,2000,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,443
20/03/2018,9,5.7,38,3.9,1985,-7.5,0.98,0.0,0.0,Spring,No Holiday,Yes,661
24/07/2018,15,35.8,47,2.2,1029,22.7,1.51,0.0,0.0,Summer,No Holiday,Yes,735
01/10/2018,1,13.9,57,2.0,2000,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,402
29/03/2018,16,20.7,38,2.2,741,5.8,1.63,0.0,0.0,Spring,No Holiday,Yes,957
11/06/2018,19,19.4,85,1.2,1651,16.8,0.08,0.5,0.0,Summer,No Holiday,Yes,873
17/12/2017,11,-7.2,29,1.8,1926,-22.2,0.88,0.0,0.0,Winter,No Holiday,Yes,189
28/07/2018,17,28.2,83,1.3,1099,25.0,0.11,0.0,0.0,Summer,No Holiday,Yes,863
27/12/2017,8,-10.2,35,1.8,2000,-22.7,0.0,0.0,0.0,Winter,No Holiday,Yes,502
14/12/2017,4,-11.0,50,0.8,1718,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,52
13/12/2017,14,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,Winter,No Holiday,Yes,240
24/05/2018,0,13.7,51,1.3,1651,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,778
04/10/2018,0,15.5,65,0.8,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,0
21/08/2018,21,26.8,72,0.4,1985,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2057
10/08/2018,21,31.3,55,0.9,2000,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1641
15/08/2018,2,29.5,68,0.4,1949,22.9,0.0,0.0,0.0,Summer,Holiday,Yes,676
12/01/2018,21,-7.4,33,1.4,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,184
10/08/2018,9,29.0,64,0.8,1987,21.4,1.45,0.0,0.0,Summer,No Holiday,Yes,892
16/08/2018,20,27.9,47,1.9,2000,15.5,0.01,0.0,0.0,Summer,No Holiday,Yes,2114
27/10/2018,8,7.7,62,2.4,1985,0.8,0.23,0.0,0.0,Autumn,No Holiday,Yes,713
02/06/2018,17,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,Summer,No Holiday,Yes,2025
20/11/2018,3,1.6,43,1.1,1981,-9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,202
20/06/2018,21,21.6,74,3.3,758,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2246
03/05/2018,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,Spring,No Holiday,Yes,516
19/06/2018,8,21.1,66,1.0,797,14.4,0.62,0.0,0.0,Summer,No Holiday,Yes,2430
24/01/2018,8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,Winter,No Holiday,Yes,364
12/09/2018,14,26.9,45,1.6,2000,13.9,2.27,0.0,0.0,Autumn,No Holiday,Yes,1087
15/02/2018,12,1.7,20,3.0,1983,-18.9,2.28,0.0,0.0,Winter,Holiday,Yes,174
30/08/2018,9,25.0,92,1.1,782,23.6,0.39,0.0,0.0,Summer,No Holiday,Yes,846
15/11/2018,1,7.3,64,0.3,1150,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,489
31/12/2017,2,0.4,95,1.7,110,-0.3,0.0,0.0,1.2,Winter,Holiday,Yes,65
22/04/2018,17,17.9,65,1.2,965,11.2,0.13,1.0,0.0,Spring,No Holiday,Yes,46
04/10/2018,11,21.3,41,1.9,1963,7.5,2.36,0.0,0.0,Autumn,No Holiday,No,0
12/12/2017,18,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,Yes,529
30/07/2018,17,35.4,44,0.8,2000,21.2,1.1,0.0,0.0,Summer,No Holiday,Yes,1224
18/02/2018,13,3.7,17,1.4,2000,-19.1,1.98,0.0,0.0,Winter,No Holiday,Yes,337
22/11/2018,16,5.9,34,2.9,1985,-8.7,0.55,0.0,0.0,Autumn,No Holiday,Yes,759
23/08/2018,0,30.7,52,1.3,2000,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,908
09/12/2017,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,56
25/12/2017,19,-1.8,41,2.1,2000,-13.3,0.0,0.0,0.0,Winter,Holiday,Yes,184
12/11/2018,5,4.0,71,0.0,2000,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,158
10/08/2018,23,30.4,58,1.4,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1198
15/08/2018,7,28.6,71,0.6,1797,22.8,0.17,0.0,0.0,Summer,Holiday,Yes,429
30/04/2018,15,24.1,48,2.7,419,12.3,2.47,0.0,0.0,Spring,No Holiday,Yes,1168
14/06/2018,13,22.8,67,1.2,930,16.3,1.55,0.0,0.0,Summer,No Holiday,Yes,1056
14/01/2018,3,-3.6,78,1.6,471,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,79
12/07/2018,0,26.7,79,0.9,1590,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,938
15/11/2018,4,6.1,72,0.5,1052,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,154
12/12/2017,12,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,Winter,No Holiday,Yes,228
11/09/2018,13,25.7,40,2.2,1997,11.0,2.98,0.0,0.0,Autumn,No Holiday,Yes,1102
25/11/2018,16,9.5,56,1.1,678,1.1,0.54,0.0,0.8,Autumn,No Holiday,Yes,872
03/12/2017,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,443
13/09/2018,20,24.6,62,0.9,2000,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,2003
22/03/2018,13,9.9,29,3.2,1641,-7.3,2.91,0.0,0.0,Spring,No Holiday,Yes,648
31/12/2017,17,1.7,30,2.9,2000,-14.0,0.22,0.0,0.0,Winter,Holiday,Yes,240
30/03/2018,1,11.4,77,0.7,466,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,401
25/09/2018,0,14.7,55,1.6,2000,5.7,0.0,0.0,0.0,Autumn,Holiday,Yes,558
31/10/2018,13,11.2,34,2.6,1940,-4.1,2.26,0.0,0.0,Autumn,No Holiday,Yes,983
22/04/2018,11,17.4,54,0.9,1840,7.9,0.51,0.0,0.0,Spring,No Holiday,Yes,424
18/11/2018,5,2.3,53,0.6,1763,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,92
04/01/2018,7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes,302
23/12/2017,17,7.7,67,0.9,264,1.9,0.11,0.0,0.0,Winter,No Holiday,Yes,453
04/08/2018,4,29.5,60,1.2,1774,20.9,0.0,0.0,0.0,Summer,No Holiday,Yes,304
12/07/2018,12,27.4,80,2.7,1083,23.6,0.97,0.0,0.0,Summer,No Holiday,Yes,991
18/01/2018,22,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,318
25/12/2017,4,-3.0,51,3.2,2000,-11.7,0.0,0.0,0.0,Winter,Holiday,Yes,72
19/09/2018,8,19.8,71,1.1,1534,14.3,0.26,0.0,0.0,Autumn,No Holiday,No,0
02/11/2018,18,14.6,42,1.4,1428,1.8,0.02,0.0,0.0,Autumn,No Holiday,Yes,2314
10/09/2018,16,27.5,39,1.5,2000,12.3,1.46,0.0,0.0,Autumn,No Holiday,Yes,1467
18/03/2018,10,7.2,53,1.6,709,-1.7,0.45,0.0,0.0,Spring,No Holiday,Yes,460
27/08/2018,3,20.3,97,0.4,200,19.8,0.0,1.5,0.0,Summer,No Holiday,Yes,22
20/01/2018,1,-0.9,64,0.4,1273,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,258
08/10/2018,4,10.4,61,0.6,2000,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,123
13/06/2018,0,19.3,76,1.2,1968,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1274
22/12/2017,6,-0.1,71,0.8,895,-4.7,0.0,0.0,0.7,Winter,Holiday,Yes,114
06/05/2018,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,Spring,No Holiday,Yes,1482
12/02/2018,22,-4.2,57,1.7,2000,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,200
13/11/2018,4,4.9,63,0.0,1397,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,133
24/12/2017,1,5.6,78,0.5,197,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,251
23/05/2018,4,15.0,97,1.4,1827,14.5,0.0,0.0,0.0,Spring,No Holiday,Yes,59
20/03/2018,8,4.3,43,4.2,2000,-7.2,0.37,0.0,0.0,Spring,No Holiday,Yes,1212
08/11/2018,19,12.8,97,0.9,245,12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,19
03/10/2018,8,11.8,73,1.0,1649,7.1,0.49,0.0,0.0,Autumn,Holiday,Yes,762
